1.529362982203839871e-01,-1.055859028440190028e-01,2.007219148085659932e-01,3.172010623432590104e-01,2.607638531310769725e-01,1.009446408100529990e-01,-1.500626049176159993e-01,-1.711276319860099981e-01,1.246764361484379996e-01,1.886541458223230106e-01,-7.562172292447720545e-02,-1.564359252263750055e-01,8.224511528354430667e-02,1.357520423838909918e-01,-2.401664502877920090e-02,-1.083511072211980064e-01,-7.762252140375580645e-02,-9.567801519142339270e-03,5.768397540079570063e-02,1.186801350686920026e-01,1.403844567336970037e-02
1.715342573141090121e-01,-9.897473712052949624e-02,2.684252208270169748e-01,3.386718629954529880e-01,2.683530998633320008e-01,6.083508719204489684e-02,-2.224746403792439986e-01,-2.076926705682559937e-01,1.708828735430319989e-01,2.709582799888700100e-01,-9.500394452768730347e-02,-2.543414683813620125e-01,2.278623458143360161e-02,1.633201010502089989e-01,1.202228086451589961e-02,-9.097401080328780532e-02,-5.650952191928820117e-02,-3.530335681247900176e-02,2.013996314780179889e-02,8.226298688354219402e-02,2.905574216316929997e-02
1.523170851898560108e-01,-8.297267387259729676e-02,2.871279573065320112e-01,2.760140839888949871e-01,1.898667725814240093e-01,8.713956749019589540e-03,-2.422342306973629955e-01,-2.191533243845739942e-01,2.325383165740829983e-01,2.660644819072470191e-01,-7.282718668241100479e-02,-2.373835609396129920e-01,5.079073534250930222e-02,2.073384058052399892e-01,8.353569910353969563e-02,-5.069143007406969742e-02,-2.359022918095959875e-02,-6.672154891486750672e-02,-2.508322677321690036e-02,9.910839974632540406e-02,7.716238469589520310e-02
2.243924457215500101e-01,1.189846639929269950e-01,3.294317289918510250e-01,3.720880096792499869e-01,3.610045676870800024e-01,1.550104026369690004e-02,-1.943474518771000081e-01,-9.818066777782169519e-02,2.703754247740789984e-01,2.672789093896659751e-01,-1.622582515258869928e-01,-3.170842310975010014e-01,-1.156743343489720008e-02,1.004128250393239996e-01,-5.022373082200740080e-02,-1.360094040427800022e-01,-1.770370085250309866e-01,-1.304981327046660089e-01,-5.476639626023040164e-02,-1.869144652928899850e-02,2.395430854822560088e-02
8.781690915982830192e-02,-6.834488788480870547e-02,3.069667206885530186e-01,3.309229406894759751e-01,2.491439142452629985e-01,6.883712971144250251e-03,-2.654233619864480032e-01,-1.726998117277609990e-01,2.664342600435020136e-01,3.326951492420329726e-01,-1.007485436208979956e-01,-2.985238754759019786e-01,3.743888532021499849e-02,2.191528272312890102e-01,6.283722939315310174e-02,-4.888461802880390145e-02,-5.307350722127730097e-02,-8.855040314440069948e-02,-3.134557275801160003e-02,1.086098317201179969e-01,7.924433229693320091e-02
9.970374434730870650e-02,-3.340781822875429907e-02,3.498950551239580209e-01,3.445353290266869872e-01,2.475687598251329891e-01,2.240695700426319908e-02,-2.137671581066550031e-01,-1.279159775968919943e-01,2.773526180800550134e-01,3.098612953560380134e-01,-1.345279155181849928e-01,-2.951226873526350269e-01,1.248602250352780045e-02,1.806410158370720109e-01,5.524177586452289762e-02,-8.048746189306239807e-02,-1.300892199102829938e-01,-1.714776110964570111e-01,-7.156939879330710685e-02,7.764295437281409917e-02,6.490258716985880527e-02
2.167563908132209838e-02,-6.207529145310539814e-02,3.182294610557189762e-01,3.804391019539140051e-01,1.790429048007090018e-01,-4.166656765985349981e-02,-2.522998687623779768e-01,-1.671170276684980083e-01,2.200272167784889932e-01,2.603257765509939814e-01,-1.003790968584659937e-01,-2.364279732146319923e-01,2.706999599932419925e-02,2.169230377287990064e-01,6.485319962101519786e-02,-4.662025234709959998e-02,-5.514611847540890066e-02,-8.597174672940199880e-02,-9.126820527458490845e-03,6.563035779348549981e-02,4.404049031961650151e-02
1.451303793937959996e-01,-3.366021514027350142e-02,2.841660854212860188e-01,2.795373421924640112e-01,1.752106840173320024e-01,5.791472810586010406e-03,-1.833292759214709966e-01,-1.584831277875440037e-01,1.925670488414570058e-01,2.641842301790129910e-01,-6.374833657661209407e-02,-2.509812756861199978e-01,-9.015264877852730008e-03,1.842662211247249882e-01,7.565414285755429902e-02,-5.597784119793709767e-02,-4.821895874218919825e-02,-5.663662111445730285e-02,-2.241874518629479937e-02,7.008458518983730345e-02,2.141935851613629982e-02
2.713261313755480075e-01,2.777698705646420088e-02,3.757383108784940196e-01,3.854322873525790061e-01,2.724569944513369757e-01,9.819203182149340015e-02,-1.737296445828510061e-01,-1.578569556664020102e-01,2.071806557232920010e-01,2.699321942836849786e-01,-1.228933502013429963e-01,-2.824267159573660146e-01,-4.498448547198519859e-02,6.442517147714919845e-02,-3.216701058584089945e-02,-1.207226037859489981e-01,-1.126074476832610027e-01,-1.569330713103490038e-01,-1.185271130940329931e-01,-2.471106578712389899e-03,2.304210591659200044e-03
1.205653534815530059e-01,-1.072351749626540007e-01,3.165550921160890097e-01,3.644368919104810089e-01,3.077574154080490176e-01,2.599222963841180123e-02,-2.941790200770469932e-01,-2.232361102142740028e-01,2.684346038723690042e-01,3.678127260699670109e-01,-9.106238917691790447e-02,-3.284328723176709874e-01,4.267822814591210046e-02,2.364844237559430018e-01,5.343625577027329848e-02,-5.107347488772560201e-02,-5.256761927497800163e-02,-1.113381007425439939e-01,-4.001393054986109726e-02,9.020430870570179949e-02,8.802510542333159826e-02
